Priority,Enabled,Status,SourceMod,Category,Bucket,MatchedLocal,Score,ArchivePath,ArchiveScore
1185,+,Present,Skyrim Extended Cut - Saints and Seducers,Outfits,armor-clothing,Skyrim Extended Cut - Saints and Seducers,1.000,,
1186,+,Present,Hel Rising - Norse Quest and Follower Mod,Outfits,armor-clothing,Hel Rising - Norse Quest and Follower Mod,1.000,,
1187,+,Present,College of Winterhold - Quest Expansion,Outfits,armor-clothing,College of Winterhold - Quest Expansion,1.000,,
1188,+,Present,Maelstrom - Fully Voiced Follower and Quest Mod SSE,Outfits,armor-clothing,Maelstrom - Fully Voiced Follower and Quest Mod SSE,1.000,,
1189,+,Present,Morihaus' Refuge - Lord's Mail Reintegration,Outfits,armor-clothing,Morihaus' Refuge - Lord's Mail Reintegration,1.000,,
1190,+,Present,Beyond Skyrim - Provincial Pets of Skyrim,Outfits,armor-clothing,Beyond Skyrim - Provincial Pets of Skyrim,1.000,,
1191,+,Present,Beyond Skyrim - Bruma Upscaled Textures (BSBUT),Outfits,armor-clothing,Beyond Skyrim - Bruma Upscaled Textures (BSBUT),1.000,,
1192,+,Present,Beyond Skyrim - Bruma Tree LOD billboards,Outfits,armor-clothing,Beyond Skyrim - Bruma Tree LOD billboards,1.000,,
1193,+,Present,Assorted Bruma Mesh Fixes,Outfits,armor-clothing,Assorted Bruma Mesh Fixes,1.000,,
1194,+,Present,Beyond Skyrim Bruma - Upscaled Mountain Textures,Outfits,armor-clothing,Beyond Skyrim Bruma - Upscaled Mountain Textures,1.000,,
1195,+,Present,Beyond Skyrim - DLC Integration Patch,Outfits,armor-clothing,Beyond Skyrim - DLC Integration Patch,1.000,,
1196,+,Present,Beyond Skyrim - Assets,Outfits,armor-clothing,Beyond Skyrim - Assets,1.000,,
1197,+,Present,Beyond Skyrim - Bruma,Outfits,armor-clothing,Beyond Skyrim - Bruma,1.000,,
1198,+,Present,Wyrmstooth World Map Edge Fix,Outfits,armor-clothing,Wyrmstooth World Map Edge Fix,1.000,,
1199,+,Present,Wyrmstooth Dragonborn Compatibility Patch,Outfits,armor-clothing,Wyrmstooth Dragonborn Compatibility Patch,1.000,,
1200,+,Present,Wyrmstooth,Outfits,armor-clothing,Wyrmstooth,1.000,,
1201,+,Present,Penitus Oculatus,Outfits,armor-clothing,Penitus Oculatus,1.000,,
1202,+,Present,Vittorias Alternate Wedding Patches,Outfits,armor-clothing,Vittorias Alternate Wedding Patches,1.000,,
1203,+,Present,Vittorias Alternate Wedding,Outfits,armor-clothing,Vittorias Alternate Wedding,1.000,,
1204,+,Present,Capital Whiterun Expansion - Quest and Dialogue Addon,Quests - New,quests-followers,Capital Whiterun Expansion - Quest and Dialogue Addon,1.000,,
1205,+,Present,Even Better Quest Objectives SE,Quests - New,quests-followers,Even Better Quest Objectives SE,1.000,,
1206,+,Present,Quests Are In Skyrim,Quests - New,quests-followers,Quests Are In Skyrim,1.000,,
1207,+,Present,Dark Brotherhood Kidnapping - Restricted,Quests - New,quests-followers,Dark Brotherhood Kidnapping - Restricted,1.000,,
1208,+,Present,The Forsworn Conspiracy - Quest Expansion,Quests - New,quests-followers,The Forsworn Conspiracy - Quest Expansion,1.000,,
1209,+,Present,Return Aegisbane,Quests - New,quests-followers,Return Aegisbane,1.000,,
1210,+,Present,Penitus Oculatus - Andrealphus Scene Tweaks Patch,Quests - New,quests-followers,Penitus Oculatus - Andrealphus Scene Tweaks Patch,1.000,,
1211,+,Present,Andrealphus Scene Tweaks,Quests - New,quests-followers,Andrealphus Scene Tweaks,1.000,,
1212,+,Present,The Taste of Death - Quest Addon,Quests - New,quests-followers,The Taste of Death - Quest Addon,1.000,,
1213,+,Present,Destroy The Dark Brotherhood - Quest Expansion,Quests - New,quests-followers,Destroy The Dark Brotherhood - Quest Expansion,1.000,,
1214,+,Present,The Innocence Lost - Quest Expansion,Quests - New,quests-followers,The Innocence Lost - Quest Expansion,1.000,,
1215,+,Present,Patch for Lawless and Infiltration Quest Expansion,Quests - New,quests-followers,Patch for Lawless and Infiltration Quest Expansion,1.000,,
1216,+,Present,Infiltration - Quest Expansion,Quests - New,quests-followers,Infiltration - Quest Expansion,1.000,,
1217,+,Present,Face Sculptor Expanded,Quests - New,quests-followers,Face Sculptor Expanded,1.000,,
1218,+,Present,Fearsome Fists - Hand to Hand Patch,Quests - New,quests-followers,Fearsome Fists - Hand to Hand Patch,1.000,,
1219,+,Present,Bittercup - Tweaks and Enhancements,Quests - New,quests-followers,Bittercup - Tweaks and Enhancements,1.000,,
1220,+,Present,Angi's Camp Tweaks,Quests - New,quests-followers,Angi's Camp Tweaks,1.000,,
1221,+,Present,The Whispering Door - Quest Expansion,Quests - New,quests-followers,The Whispering Door - Quest Expansion,1.000,,
1222,+,Present,At Your Own Pace,Quests - New,quests-followers,At Your Own Pace,1.000,,
1223,+,Present,Alikr Accusation Happens Only Once,Quests - New,quests-followers,Alikr Accusation Happens Only Once,1.000,,
1224,+,Present,Listen - Dark Brotherhood Radiant Quests,Quests - New,quests-followers,Listen - Dark Brotherhood Radiant Quests,1.000,,
1225,+,Present,Say No To Calcelmo,Quests - New,quests-followers,Say No To Calcelmo,1.000,,
1226,+,Present,Creation Club Farming - Tweaks Enhancements and Quest Expansion,Quests - New,quests-followers,Creation Club Farming - Tweaks Enhancements and Quest Expansion,1.000,,
1227,+,Present,Misc. College of Winterhold Tweaks,Quests - New,quests-followers,Misc. College of Winterhold Tweaks,1.000,,
1228,+,Present,Rebalancing Anniversary Edition - Quest Requirements,Quests - New,quests-followers,Rebalancing Anniversary Edition - Quest Requirements,1.000,,
1229,+,Present,Improved Companions - Questline Tweaks,Quests - New,quests-followers,Improved Companions - Questline Tweaks,1.000,,
1230,+,Present,Choose Your Own Arch-Mage,Quests - New,quests-followers,Choose Your Own Arch-Mage,1.000,,
1231,+,Present,Thieves Guild Requirements SE - Settings Loader,Quests - New,quests-followers,Thieves Guild Requirements SE - Settings Loader,1.000,,
1232,+,Present,Thieves Guild Requirements SE - Droppable Stones,Quests - New,quests-followers,Thieves Guild Requirements SE - Droppable Stones,1.000,,
1233,+,Present,Thieves Guild Reformation - Taking Care of Business,Quests - New,quests-followers,Thieves Guild Reformation - Taking Care of Business,1.000,,
1234,+,Present,Thieves Guild Requirements SE,Quests - New,quests-followers,Thieves Guild Requirements SE,1.000,,
1235,+,Present,The Choice is Yours,Quests - New,quests-followers,The Choice is Yours,1.000,,
1236,+,Present,The Only Cure - Quest Expansion,Quests - New,quests-followers,The Only Cure - Quest Expansion,1.000,,
1237,+,Present,House of Horrors - Quest Expansion,Quests - New,quests-followers,House of Horrors - Quest Expansion,1.000,,
1238,+,Present,Paarthurnax - Quest Expansion,Quests - New,quests-followers,Paarthurnax - Quest Expansion,1.000,,
1239,+,Present,Headhunter - Bounties Redone,Quests - New,quests-followers,Headhunter - Bounties Redone,1.000,,
1240,+,Present,Leaps of Faith - A Misc Quest,Quests - New,quests-followers,Leaps of Faith - A Misc Quest,1.000,,
1241,+,Present,Nilheim - Misc Quest Expansion,Quests - New,quests-followers,Nilheim - Misc Quest Expansion,1.000,,
1242,+,Present,Caught Red Handed - Quest Expansion,Quests - New,quests-followers,Caught Red Handed - Quest Expansion,1.000,,
1243,+,Present,Timing is Everything SE,Quests - New,quests-followers,Timing is Everything SE,1.000,,
1244,+,Present,Mysterium Xarxes - A SimonRim Addon for The Cause,Quests - Changes,quests-followers,Mysterium Xarxes - A SimonRim Addon for The Cause,1.000,,
1245,+,Present,Simple Object Stasis - Paralysis Prevents Physics Mess,Quests - Changes,quests-followers,Simple Object Stasis - Paralysis Prevents Physics Mess,1.000,,
1246,+,Present,Immersive Illusion Spells,Quests - Changes,quests-followers,Immersive Illusion Spells,1.000,,
1247,+,Present,Magicka Sabers,Quests - Changes,quests-followers,Magicka Sabers,1.000,,
1248,+,Present,FleshFX Patches for Simonrim,Quests - Changes,quests-followers,FleshFX Patches for Simonrim,1.000,,
1249,+,Present,No Force for Illusion Spells,Quests - Changes,quests-followers,No Force for Illusion Spells,1.000,,
1250,+,Present,Vampire Feeding Tweaks,Quests - Changes,quests-followers,Vampire Feeding Tweaks,1.000,,
1251,+,Present,Simonrim Attack Speed Fix,Quests - Changes,quests-followers,Simonrim Attack Speed Fix,1.000,,
1252,+,Present,Wyrmstooth - Mysticism Consistency Patch,Quests - Changes,quests-followers,Wyrmstooth - Mysticism Consistency Patch,1.000,,
1253,+,Present,Saints and Seducers - Mysticism Rebalance,Quests - Changes,quests-followers,Saints and Seducers - Mysticism Rebalance,1.000,,
1254,+,Present,Recipe Auto-Learn,Quests - Changes,quests-followers,Recipe Auto-Learn,1.000,,
1255,+,Present,Alchemy Recipe Expansion (Base Game - DLC - Rare Curios - Improvements - Fixes),Quests - Changes,quests-followers,Alchemy Recipe Expansion (Base Game - DLC - Rare Curios - Improvements - Fixes),1.000,,
1256,+,Present,Arcane Accessories - Rebalance Patch,Quests - Changes,quests-followers,Arcane Accessories - Rebalance Patch,1.000,,
1257,+,Present,FleshFX,Quests - Changes,quests-followers,FleshFX,1.000,,
1258,+,Present,aljos Apothecary Patches,Quests - Changes,quests-followers,aljos Apothecary Patches,1.000,,
1259,+,Present,Apothecary - An Alchemy Overhaul,Quests - Changes,quests-followers,Apothecary - An Alchemy Overhaul,1.000,,
1260,+,Present,Enhanced Reanimation,Quests - Changes,animations,Enhanced Reanimation,1.000,,
1261,+,Present,Magic Sneak Attacks,Quests - Changes,quests-followers,Magic Sneak Attacks,1.000,,
1262,+,Present,Forceful Tongue - Shouts Overhaul,Quests - Changes,quests-followers,Forceful Tongue - Shouts Overhaul,1.000,,
1263,+,Present,Pilgrim,Quests - Changes,quests-followers,Pilgrim,1.000,,
1264,+,Present,CC Crossbows - Thaumaturgy Patch,Quests - Changes,quests-followers,CC Crossbows - Thaumaturgy Patch,1.000,,
1265,+,Present,Thaumaturgy - Weapon Enchantment XP Tweak,Quests - Changes,quests-followers,Thaumaturgy - Weapon Enchantment XP Tweak,1.000,,
1266,+,Present,Thaumaturgy - Jump Boots Addon,Quests - Changes,armor-clothing,Thaumaturgy - Jump Boots Addon,1.000,,
1267,+,Present,Thaumaturgy - An Enchanting Overhaul,Quests - Changes,quests-followers,Thaumaturgy - An Enchanting Overhaul,1.000,,
1268,+,Present,Manbeast - A Werewolf Overhaul,Quests - Changes,quests-followers,Manbeast - A Werewolf Overhaul,1.000,,
1269,+,Present,Cover your head - Sacrosanct or Sacrilege or Scion,Quests - Changes,quests-followers,Cover your head - Sacrosanct or Sacrilege or Scion,1.000,,
1270,+,Present,Sacrosanct - Vampires of Skyrim,Quests - Changes,quests-followers,Sacrosanct - Vampires of Skyrim,1.000,,
1271,+,Present,Mundus - A Standing Stone Overhaul,Quests - Changes,quests-followers,Mundus - A Standing Stone Overhaul,1.000,,
1272,+,Present,Aetherius - A Race Overhaul,Quests - Changes,quests-followers,Aetherius - A Race Overhaul,1.000,,
1273,+,Present,Adamant - A Perk Overhaul,Quests - Changes,quests-followers,Adamant - A Perk Overhaul,1.000,,
1274,+,Present,Mysticism - Jump Spell Addon,Quests - Changes,quests-followers,Mysticism - Jump Spell Addon,1.000,,
1275,+,Present,Mysticism - A Magic Overhaul,Quests - Changes,quests-followers,Mysticism - A Magic Overhaul,1.000,,
1276,+,Present,Apocalypse Spells For NPCS,Quests - Changes,quests-followers,Apocalypse Spells For NPCS,1.000,,
1277,+,Present,Apocalypse - Magic of Skyrim - Settings Loader,Quests - Changes,quests-followers,Apocalypse - Magic of Skyrim - Settings Loader,1.000,,
1278,+,Present,Apocalypse - Magic of Skyrim,Quests - Changes,quests-followers,Apocalypse - Magic of Skyrim,1.000,,
1279,+,Present,Classic Paralysis,Quests - Changes,quests-followers,Classic Paralysis,1.000,,
1280,+,Present,Frozen Electrocuted Combustion [FEC],Quests - Changes,quests-followers,Frozen Electrocuted Combustion [FEC],1.000,,
1281,+,Present,ElSopa HD - Dirt Blast SE,Quests - Changes,quests-followers,ElSopa HD - Dirt Blast SE,1.000,,
1282,+,Present,Voltage,Quests - Changes,quests-followers,Voltage,1.000,,
1283,+,Present,Deadly Spell Impacts,Quests - Changes,quests-followers,Deadly Spell Impacts,1.000,,
1284,+,Present,Arctic - Frost Effects Redux,Quests - Changes,quests-followers,Arctic - Frost Effects Redux,1.000,,
1285,+,Present,YASTM - Yet Another Soul Trap Manager,Quests - Changes,quests-followers,YASTM - Yet Another Soul Trap Manager,1.000,,
1286,+,Present,Spaghetti's Cities - Solitude,Magic & Alchemy,magic-alchemy,Spaghetti's Cities - Solitude,1.000,,
1287,+,Present,Spaghetti's Towns - Dragon Bridge,Magic & Alchemy,magic-alchemy,Spaghetti's Towns - Dragon Bridge,1.000,,
1288,+,Present,A Lot More Idle Marker - COTN Patches,Magic & Alchemy,bugfix-utility,A Lot More Idle Marker - COTN Patches,1.000,,
1289,+,Present,A Lot More Idle Marker,Magic & Alchemy,magic-alchemy,A Lot More Idle Marker,1.000,,
1290,+,Present,Striding Silt Strider,Magic & Alchemy,magic-alchemy,Striding Silt Strider,1.000,,
1291,+,Present,Animated Carriage for Northern Roads,Magic & Alchemy,magic-alchemy,Animated Carriage for Northern Roads,1.000,,
1292,+,Present,Animated Carriage,Magic & Alchemy,magic-alchemy,Animated Carriage,1.000,,
1293,+,Present,Animated Ships Patches,Magic & Alchemy,bugfix-utility,Animated Ships Patches,1.000,,
1294,+,Present,Animated Ships,Magic & Alchemy,magic-alchemy,Animated Ships,1.000,,
1295,+,Present,Kynareth Replaces Talos - Civil War Consequence,Magic & Alchemy,magic-alchemy,Kynareth Replaces Talos - Civil War Consequence,1.000,,
1296,+,Present,RYFTEN - Make Your Riften - Inner,Magic & Alchemy,magic-alchemy,RYFTEN - Make Your Riften - Inner,1.000,,
1297,+,Present,RYFTEN DOWN - Interesting NPCs (3DNPC) Patch,Magic & Alchemy,bugfix-utility,RYFTEN DOWN - Interesting NPCs (3DNPC) Patch,1.000,,
1298,+,Present,RYFTEN DOWN - A little addition to the Riften canal,Magic & Alchemy,magic-alchemy,RYFTEN DOWN - A little addition to the Riften canal,1.000,,
1299,+,Present,Optimized Cities of the North Meshes,Magic & Alchemy,graphics,Optimized Cities of the North Meshes,1.000,,
1300,+,Present,The Distinct Great Ivarstead Interiors (patch),Magic & Alchemy,bugfix-utility,The Distinct Great Ivarstead Interiors (patch),1.000,,
1301,+,Present,The Great Town of Ivarstead Patch Collection,Magic & Alchemy,bugfix-utility,The Great Town of Ivarstead Patch Collection,1.000,,
1302,+,Present,The Great Town of Ivarstead SSE,Magic & Alchemy,magic-alchemy,The Great Town of Ivarstead SSE,1.000,,
1303,+,Present,Cities of the North - Map Marker Addons,Magic & Alchemy,magic-alchemy,Cities of the North - Map Marker Addons,1.000,,
1304,+,Present,The Great Town of Shor's Stone Patch Collection,Magic & Alchemy,bugfix-utility,The Great Town of Shor's Stone Patch Collection,1.000,,
1305,+,Present,Rob's Bug Fixes - TGC Shor's Stone Enhanced,Magic & Alchemy,bugfix-utility,Rob's Bug Fixes - TGC Shor's Stone Enhanced,1.000,,
1306,+,Present,Rob's Bug Fixes - TGC Shor's Stone,Magic & Alchemy,bugfix-utility,Rob's Bug Fixes - TGC Shor's Stone,1.000,,
1307,+,Present,The Great Town of Shor's Stone SSE,Magic & Alchemy,magic-alchemy,The Great Town of Shor's Stone SSE,1.000,,
1308,+,Present,The Great Cities- Resources,Magic & Alchemy,magic-alchemy,The Great Cities- Resources,1.000,,
1309,+,Present,COTN Morthal Patch Collection,Magic & Alchemy,bugfix-utility,COTN Morthal Patch Collection,1.000,,
1310,+,Present,Cities of the North - Morthal,Magic & Alchemy,magic-alchemy,Cities of the North - Morthal,1.000,,
1311,+,Present,COTN Winterhold Patch Collection,Magic & Alchemy,bugfix-utility,COTN Winterhold Patch Collection,1.000,,
1312,+,Present,COTN Winterhold - Better Railing,Magic & Alchemy,magic-alchemy,COTN Winterhold - Better Railing,1.000,,
1313,+,Present,Cities of the North - Winterhold,Magic & Alchemy,magic-alchemy,Cities of the North - Winterhold,1.000,,
1314,+,Present,Anga's Mill - Cities of the North Addon,Magic & Alchemy,magic-alchemy,Anga's Mill - Cities of the North Addon,1.000,,
1315,+,Present,COTN Dawnstar Patch Collection,Magic & Alchemy,bugfix-utility,COTN Dawnstar Patch Collection,1.000,,
1316,+,Present,Cities of the North - Dawnstar,Magic & Alchemy,magic-alchemy,Cities of the North - Dawnstar,1.000,,
1317,+,Present,Half-Moon Mill - Cities of the North Addon Patch Collection,Magic & Alchemy,bugfix-utility,Half-Moon Mill - Cities of the North Addon Patch Collection,1.000,,
1318,+,Present,Half-Moon Mill - Cities of the North Addon,Magic & Alchemy,magic-alchemy,Half-Moon Mill - Cities of the North Addon,1.000,,
1319,+,Present,Cities of the North - Falkreath Patch Collection,Magic & Alchemy,bugfix-utility,Cities of the North - Falkreath Patch Collection,1.000,,
1320,+,Present,COTN Falkreath Lite,Magic & Alchemy,magic-alchemy,COTN Falkreath Lite,1.000,,
1321,+,Present,Cities of the North - Falkreath,Magic & Alchemy,magic-alchemy,Cities of the North - Falkreath,1.000,,
1322,+,Present,Icy Windhelm - Capital Windhelm Expansion patch,Magic & Alchemy,bugfix-utility,Icy Windhelm - Capital Windhelm Expansion patch,1.000,,
1323,+,Present,Icy Windhelm,Magic & Alchemy,magic-alchemy,Icy Windhelm,1.000,,
1324,+,Present,Capital Windhelm Expansion - Collision Fixes,Magic & Alchemy,bugfix-utility,Capital Windhelm Expansion - Collision Fixes,1.000,,
1325,+,Present,Capital Windhelm Expansion - Exterior NavMesh Fix and Patches,Magic & Alchemy,graphics,Capital Windhelm Expansion - Exterior NavMesh Fix and Patches,1.000,,
1326,+,Present,CWE bug fixes,Magic & Alchemy,bugfix-utility,CWE bug fixes,1.000,,
1327,+,Present,Capital Windhelm - Maelstrom Patch,Magic & Alchemy,bugfix-utility,Capital Windhelm - Maelstrom Patch,1.000,,
1328,+,Present,Rob's Bug Fixes - Capital Windhelm Expansion,Magic & Alchemy,bugfix-utility,Rob's Bug Fixes - Capital Windhelm Expansion,1.000,,
1329,+,Present,Capital Windhelm and Simplicity of Snow Compatibility,Magic & Alchemy,magic-alchemy,Capital Windhelm and Simplicity of Snow Compatibility,1.000,,
1330,+,Present,Capital Windhelm Expansion,Magic & Alchemy,magic-alchemy,Capital Windhelm Expansion,1.000,,
1331,+,Present,Capital Whiterun Expansion NPC Sleep Fixes,Magic & Alchemy,bugfix-utility,Capital Whiterun Expansion NPC Sleep Fixes,1.000,,
1332,+,Present,Capital Whiterun Expansion Lite,Magic & Alchemy,magic-alchemy,Capital Whiterun Expansion Lite,1.000,,
1333,+,Present,Capital Whiterun Expansion - Bucket Fix,Magic & Alchemy,bugfix-utility,Capital Whiterun Expansion - Bucket Fix,1.000,,
1334,+,Present,Fixed Meshes for Capital Whiterun Expansion,Magic & Alchemy,graphics,Fixed Meshes for Capital Whiterun Expansion,1.000,,
1335,+,Present,Rob's Bug Fixes - Capital Whiterun Expansion,Magic & Alchemy,bugfix-utility,Rob's Bug Fixes - Capital Whiterun Expansion,1.000,,
1336,+,Present,Capital Whiterun Expansion,Magic & Alchemy,magic-alchemy,Capital Whiterun Expansion,1.000,,
1337,+,Present,JUSTICE - City Exteriors SSE,Magic & Alchemy,magic-alchemy,JUSTICE - City Exteriors SSE,1.000,,
1338,+,Present,Distinct Interiors - FPS Fix,Cities,bugfix-utility,Distinct Interiors - FPS Fix,1.000,,
1339,+,Present,THTE - Patch,Cities,bugfix-utility,THTE - Patch,1.000,,
1340,+,Present,CC Tundra Homestead - Tweaks and Enhancements (THTE),Cities,cities,CC Tundra Homestead - Tweaks and Enhancements (THTE),1.000,,
1341,+,Present,Myrwatch - TnE - Patch,Cities,bugfix-utility,Myrwatch - TnE - Patch,1.000,,
1342,+,Present,CC Myrwatch - Tweaks and Enhancements (MyrTE),Cities,cities,CC Myrwatch - Tweaks and Enhancements (MyrTE),1.000,,
1343,+,Present,Hendraheim - TnE - Patch,Cities,bugfix-utility,Hendraheim - TnE - Patch,1.000,,
1344,+,Present,CC Hendraheim - Tweaks and Enhancements (HenTE),Cities,cities,CC Hendraheim - Tweaks and Enhancements (HenTE),1.000,,
